chrom,pos,beta,F,p,LOD,n
chr01,131685,0.0032,2.8998932502906625,0.09315253616242686,1.0308053165449453,70
chr01,131821,0.0026819327731092434,1.982325385428002,0.16376876813728683,0.7857689177093758,69
chr01,200772,-0.0027555555555555545,2.1695979232460156,0.1453102946183649,0.837703616689085,71
chr01,200779,0.00212908496732026,1.4115315615904536,0.23893540792312126,0.621719487227205,70
chr01,222996,-0.0032732007575757573,2.662998078952888,0.10769614484668778,0.9677998426795172,65
chr01,223269,-0.0032732007575757573,2.662998078952888,0.10769614484668778,0.9677998426795172,65
chr01,238341,0.0025607638888888885,2.008278471658989,0.16114617723779814,0.7927799925048685,68
chr01,238503,0.0022477477477477487,1.5730532728906907,0.2140584702333829,0.6694675825793212,70
chr01,238526,0.002540246212121212,1.557190379509639,0.21669536272726422,0.6641503824665651,65
chr01,243020,0.0028227124183006517,2.2206454047355266,0.14080021003553148,0.8513966973444443,70
chr01,244975,-0.002889904610492847,2.3899031743908403,0.1266956888946142,0.8972381627103552,71
chr01,251624,0.002889904610492847,2.3899031743908403,0.1266956888946142,0.8972381627103552,71
chr01,351727,0.0024558823529411762,1.5782517658800674,0.2134413438099198,0.6707214534710239,68
chr01,378870,0.0025571428571428572,1.8079067729665472,0.18322762647373725,0.7370090442023322,70
chr01,409030,0.002620098039215684,1.8984737377721506,0.1727668356322406,0.7625396211409039,70
chr01,409188,0.0031184331797235025,2.4663812339341185,0.12123666426189893,0.9163660214349008,66
chr01,412390,-0.0023342245989304822,1.590206880333228,0.21180400755714054,0.6740658268371916,67
chr01,412674,-0.00248235294117647,1.6568797139914742,0.20245424201000078,0.6936731190574112,69
chr01,415635,-0.0024030303030303027,1.5088316498243748,0.2236797498626984,0.6503733315983546,68
chr01,460564,0.0022000000000000006,1.3329718542225373,0.25231853210794797,0.5980508505658721,70
chr01,475305,-0.0019701426024955437,1.12188448338838,0.2934332702431164,0.5324906462397424,67
chr01,476636,-0.002479575163398692,1.7008810952675835,0.196570131027909,0.7064824728480151,70
chr01,476659,-0.0025512718600953907,1.8485051577760514,0.17838391845410476,0.7486443004164397,71
chr01,494511,-0.001095959595959596,0.31708075252034323,0.5752469367756572,0.24014568529725203,69
chr01,545840,-0.0021107236268526584,1.1539274890739657,0.286640161647554,0.5426629599262993,68
chr01,553844,0.0018174342105263161,0.8973318627398292,0.34685238292955345,0.45985531748389297,70
chr01,556600,-0.0019518581081081079,1.0132348815376748,0.31775069521214905,0.49791349057263307,69
chr01,572004,0.002237689393939394,1.2042874732225297,0.2766432203656073,0.5580799684785082,65
chr01,572024,-0.002237689393939394,1.2042874732225297,0.2766432203656073,0.5580799684785082,65
chr01,592304,0.001895032051282052,0.9996300566725398,0.32089348064655554,0.493639106051854,71
chr01,611254,0.0022934609250398717,1.481324271039279,0.22771388452310193,0.6426104881027803,71
chr01,611258,-0.002293460925039872,1.481324271039279,0.22771388452310193,0.6426104881027803,71
chr01,611281,0.0022934609250398717,1.481324271039279,0.22771388452310193,0.6426104881027803,71
chr01,611393,0.0022934609250398717,1.481324271039279,0.22771388452310193,0.6426104881027803,71
chr01,639463,0.004064285714285716,4.685615752705774,0.03421269857233104,1.4658126689061206,65
chr01,642128,0.003313888888888888,2.739610306040561,0.10278479987364467,0.9880711053707885,66
chr01,643414,0.002867424242424243,2.2322767607422636,0.13984946924497624,0.854339177518521,69
chr01,679690,-0.0025301587301587293,1.8201998946840767,0.18170021867948596,0.7406445500104197,71
chr01,684439,0.0025301587301587293,1.8201998946840767,0.18170021867948596,0.7406445500104197,71
chr01,684464,0.0025301587301587293,1.8201998946840767,0.18170021867948596,0.7406445500104197,71
chr01,709138,-0.0026214285714285714,1.8605658049079925,0.17712437965590486,0.751721657774768,69
chr01,722292,-0.003340909090909091,3.157799878222038,0.08039235248176696,1.0947852626064747,65
chr01,732608,-0.0025000000000000005,1.7274473761049052,0.19315340402032224,0.714097633704947,70
chr01,764433,-0.0027714285714285727,2.1463719011037017,0.14751573974327672,0.8311616385403315,70
chr01,855655,0.0019948412698412694,1.1202803912125459,0.29354945123458726,0.5323187271616825,71
chr01,855789,0.0019142857142857147,1.0044455266682255,0.3197903287501124,0.4951346745296541,70
chr01,903574,0.002169191919191919,1.266362529439812,0.26446528107253797,0.5776313339437463,69
chr01,906860,0.0019526143790849662,1.0448290908965667,0.3103237953051462,0.5081849218908475,70
chr01,925316,-0.0008897058823529414,0.26960630718736867,0.6053870338131747,0.2179668850043105,66
chr01,954863,0.0019023809523809523,0.8659995520060407,0.3556175315705661,0.44901683691252386,65
chr01,964194,-0.0022374551971326173,1.2637746600622641,0.2650723439375659,0.5766355815911463,67
chr01,1021452,-0.0022117117117117133,1.3401154471716261,0.2510636540615234,0.6002161546030208,70
chr01,1026340,0.0020074106364428943,1.0406973192347493,0.3113842861314425,0.5067033076914609,68
chr01,1048089,0.002297733217088057,1.3688655108769674,0.2462145397723153,0.6086863041405521,68
chr01,1096028,0.0005192982456140353,0.06821950560649584,0.7947603479980379,0.09976380874292917,68
chr01,1096036,0.0005192982456140353,0.06821950560649584,0.7947603479980379,0.09976380874292917,68
chr01,1125870,-0.0010896381578947374,0.31984884846175987,0.5735599362497558,0.24142119219612543,70
chr01,1125872,0.0010896381578947374,0.31984884846175987,0.5735599362497558,0.24142119219612543,70
chr01,1139517,-0.0009414414414414417,0.24394743825006746,0.6229611623843164,0.20553902796032308,70
chr01,1164849,-0.0014000965250965253,0.46333776288432915,0.49856236123029296,0.3022805114860821,65
chr01,1205428,-0.0012292020373514435,0.39658797377958455,0.5309984216485336,0.27490676982314693,69
