Chromosome,cM,Position_bp,L,L0,LOD,X^2
chr01,0.0,330668,404.1878308501838,404.0042983969768,1.9129711602708386,1.468259625655719
chr01,6.813443519055584,507204,398.081883426135,397.8400006592418,2.5211604223008086,1.935062135145472
chr01,13.849826493811467,616767,404.20661206875457,404.0042983969767,2.1087290704010293,1.6185093742228673
chr01,22.279394692914096,767672,420.20941352722906,410.17604507425017,104.57847729674157,80.26694762383113
chr01,30.01904516113331,881257,404.0602135509412,404.0042983969768,0.582807427716297,0.4473212317152502
chr01,33.41017497807136,1001444,392.3359202703243,392.2444238318093,0.9536735606611371,0.7319715081202958
chr01,39.32337100275807,1203334,392.3273192877729,392.2444238318093,0.8640249383966796,0.6631636477090979
chr01,44.65820645837664,1648833,410.2291466730342,410.17604507425017,0.5534815519717144,0.42481279027242635
chr01,53.94406374813128,2036829,404.56645803809874,404.0042983969768,5.859427922111124,4.497277128975384
chr01,57.07008159719798,2097688,404.9820995313304,404.0042983969768,10.191687289163887,7.822409074828556
chr01,60.34994572148864,2124190,405.4866034223575,404.0042983969768,15.450165432487111,11.858440203045575
chr01,63.86015865515107,2154055,405.9388044959158,404.2946517303223,17.1371153640775,13.153222124748027
chr01,67.3703715888135,2335415,406.1528560577712,404.2946517303223,19.368189255835237,14.86563461959122
chr01,71.59999276388767,2531976,416.59080280222787,405.5332623668796,115.25349106785175,88.46032348278595
chr01,74.63122385470942,2720987,403.2373955067825,399.62555097140216,37.64649962899418,28.894756283042625
chr01,79.05601602393915,2950455,412.6821435575543,399.62555097140216,136.08974670299472,104.45274068921708
chr01,82.83139364934641,3198233,407.0107142051892,398.1185342822349,92.68379214311798,71.13743938363405
chr01,90.73160610650882,3435191,405.6927273787922,398.1185342822349,78.94632640090873,60.593544772458245
chr01,102.72913958803836,3610153,406.5989692217201,404.0042983969768,27.04442931699273,20.757366597946202
chr01,107.90617353508038,3973888,420.74737178586446,410.17604507425017,110.18565257401283,84.57061369291432
chr01,124.49883807332631,4401863,412.8712909698281,404.0042983969768,92.42126269119451,70.93594058281042
chr01,127.64890016426055,4632430,415.9858511960286,404.0042983969768,124.88453436625545,95.85242239241416
chr01,133.0595793962722,4795494,412.37453835955296,410.17604507425017,22.915044055400458,17.58794628242231
chr01,138.26486991371868,5007948,412.97994429574135,410.17604507425017,29.225231032954618,22.43119377192943
chr01,150.60787381029496,5408064,405.6297257115275,404.0042983969768,16.941938722660325,13.003418516405418
chr01,153.88773793458563,5840005,400.44581475397825,398.1185342822349,24.257401601263858,18.618243773946688
chr01,159.77306255218423,6074641,413.369438991834,404.29465173032236,94.58712077089014,72.59829809209305
chr01,165.6622143350034,6226027,412.4578600033256,410.17604507425017,23.78351117812614,18.2545194326035
chr01,174.45711869504913,6329343,392.5960954404006,391.9499388426544,6.734933876317278,5.16925278196959
chr01,180.91770526904943,6424775,392.60801671907626,391.9499388426544,6.859190169423231,5.264623011375079
chr01,184.367348843397,6512377,411.23430003540915,410.17604507425017,11.030262961874039,8.466039689271838
chr01,188.154647551295,6674047,413.16845461164377,404.29465173032236,92.49224699652154,70.99042305057128
chr01,192.23854910200836,6867277,398.6459380136697,398.1185342822349,5.497164727135511,4.219229851478303
chr01,196.74047445314477,6973492,404.29225146365775,404.0042983969768,3.001354269759501,2.303624533447419
chr01,199.91029028108449,7101156,412.13014209047094,404.0042983969768,84.69621784542802,65.00674954795295
chr01,207.66035936646304,7361641,398.50687993944126,398.1185342822348,4.04775302390055,3.1067652576516593
chr01,211.29832708058444,7544100,392.20842158658763,391.9499388426544,2.694183104578195,2.067861951466057
