chrom,pos,beta,F,p,LOD,n
chr01,131685,1.4285714285714285e-05,0.024425287356321865,0.876270720905834,0.05736169927502541,70
chr01,131821,-3.361344537815121e-06,0.0012961982215966878,0.9713872159516931,0.012607616405673639,69
chr01,200772,5.3174603174603156e-05,0.34456593442655753,0.5591212886956736,0.2524939715455803,71
chr01,200779,-6.535947712418296e-05,0.5145363615942108,0.4756385530992522,0.32272295068985724,70
chr01,222996,4.308712121212122e-05,0.1985552779358291,0.6574170490875278,0.18215903735718697,65
chr01,223269,4.308712121212122e-05,0.1985552779358291,0.6574170490875278,0.18215903735718697,65
chr01,238341,-0.00010590277777777775,1.307706643805344,0.2569411790603783,0.590166287304204,68
chr01,238503,-8.804258804258807e-05,0.9371068432381519,0.33645352616293744,0.4730749157635469,70
chr01,238526,-8.049242424242425e-05,0.6780955076684722,0.41334971799392917,0.3836823543316546,65
chr01,243020,-7.924836601307184e-05,0.7485501354220893,0.3899777575897102,0.4089601622850913,70
chr01,244975,7.511923688394282e-05,0.6899762416848012,0.40903748564843856,0.3882368898795168,71
chr01,251624,-7.511923688394281e-05,0.6899762416848004,0.40903748564843856,0.3882368898795168,71
chr01,351727,-7.352941176470589e-05,0.6321839080459776,0.4294054858847214,0.3671324115200682,68
chr01,378870,-8.571428571428574e-05,0.878048780487806,0.3520528525658566,0.45339213238935133,70
chr01,409030,-7.924836601307183e-05,0.7485501354220893,0.3899777575897102,0.4089601622850913,70
chr01,409188,-6.036866359447003e-05,0.42156785978035416,0.5184791668094184,0.2852686894610208,66
chr01,412390,0.000107843137254902,1.3736900603366158,0.24545689496761877,0.6100247639131366,67
chr01,412674,9.033613445378145e-05,0.9494478038611558,0.3333648553483546,0.47708018714988404,69
chr01,415635,8.008658008658008e-05,0.7326506915073043,0.39512227024412283,0.4032684915244222,68
chr01,460564,-0.00011428571428571428,1.5768115942029004,0.21351819788627002,0.6705651046914718,70
chr01,475305,0.000160873440285205,2.9725347587878233,0.08944236436098972,1.048456728963923,67
chr01,476636,0.00013643790849673202,2.2677915229206396,0.13671942317068111,0.8641697826038691,70
chr01,476659,0.00013155802861685223,2.1609151999652445,0.1461056774881266,0.8353329075848219,71
chr01,494511,0.00016414141414141417,3.234588356281781,0.07660292237067373,1.1157546618915708,69
chr01,545840,0.00015693112467306022,2.9985276589777796,0.08801223800713313,1.0554569354698906,68
chr01,553844,-0.00012417763157894743,1.8553036694009193,0.17766294512538913,0.7504031428512635,70
chr01,556600,0.00011528716216216215,1.5742259061241821,0.2139535746814065,0.6696804530387058,69
chr01,572004,-0.00016524621212121206,3.2143457653246057,0.07779606430389152,1.1090423733745407,65
chr01,572024,0.00016524621212121206,3.2143457653246057,0.07779606430389152,1.1090423733745407,65
chr01,592304,-0.00011979166666666671,1.767596321116331,0.18805872728283035,0.7257065073741144,71
chr01,611254,-9.72886762360446e-05,1.16145273762375,0.2849178283001514,0.5452803745929993,71
chr01,611258,9.728867623604465e-05,1.1614527376237513,0.2849178283001514,0.5452803745929993,71
chr01,611281,-9.72886762360446e-05,1.16145273762375,0.2849178283001514,0.5452803745929993,71
chr01,611393,-9.72886762360446e-05,1.16145273762375,0.2849178283001514,0.5452803745929993,71
chr01,639463,-0.00012142857142857142,1.6406151443246326,0.20493632943929774,0.688381046594089,65
chr01,642128,-0.00014722222222222217,2.3785872110715633,0.1279391593090592,0.8929965073673708,66
chr01,643414,-0.0001351010101010101,2.157691323193938,0.14653749046729034,0.8340512502580496,69
chr01,679690,0.00013769841269841267,2.3783499762829727,0.12760149656275874,0.8941442320009342,71
chr01,684439,-0.00013769841269841267,2.3783499762829727,0.12760149656275874,0.8941442320009342,71
chr01,684464,-0.00013769841269841267,2.3783499762829727,0.12760149656275874,0.8941442320009342,71
chr01,709138,0.00015630252100840329,2.967336577272708,0.08957489243728288,1.0478137046681042,69
chr01,722292,0.0001349431818181818,2.0506308569917207,0.15708607551178788,0.8038623101631509,65
chr01,732608,0.00012857142857142858,2.036982248520713,0.1580899845797727,0.801095642904707,70
chr01,764433,0.00012857142857142858,2.086363636363639,0.15321159678173618,0.8147083611544294,70
chr01,855655,-2.499999999999996e-05,0.07586784648410888,0.7838004899761339,0.10579446936791274,71
chr01,855789,-2.8571428571428578e-05,0.09645390070921993,0.7570772742201433,0.12085979017676322,70
chr01,903574,-5.3030303030303025e-05,0.32813593203398295,0.5686762744677495,0.24513489040912234,69
chr01,906860,-6.37254901960784e-05,0.4821481015313607,0.4898165246834828,0.30996656739874,70
chr01,925316,9.742647058823528e-05,1.0430322756572037,0.31096237226901285,0.507292159219432,66
chr01,954863,-6.190476190476189e-05,0.4315068493150688,0.5136430570754809,0.2893385778782444,65
chr01,964194,0.00010797491039426526,1.349925464314947,0.2495397378841512,0.6028602854329028,67
chr01,1021452,5.52825552825553e-05,0.36641180748966645,0.5469816194556029,0.2620272672737466,70
chr01,1026340,-9.633827375762867e-05,1.08407656421515,0.3015864945676623,0.5205881106340495,68
chr01,1048089,-4.795117698343504e-05,0.26279072828504846,0.6099207894764194,0.21472656323024145,68
chr01,1096028,-7.105263157894737e-05,0.5677882762038874,0.45381887689380906,0.3431174433115697,68
chr01,1096036,-7.105263157894737e-05,0.5677882762038874,0.45381887689380906,0.3431174433115697,68
chr01,1125870,0.00010608552631578949,1.3441602176146716,0.2503565843399301,0.6014409822363302,70
chr01,1125872,-0.00010608552631578952,1.3441602176146734,0.2503565843399301,0.6014409822363302,70
chr01,1139517,0.00011261261261261267,1.5466816647919017,0.21789640896117218,0.6617499270791155,70
chr01,1164849,0.00013320463320463322,2.103239604515812,0.1519480420186804,0.8183048918062261,65
chr01,1205428,8.234295415959254e-05,0.7789475114944875,0.3806188888567803,0.4195096629152259,69
chr01,1206984,-4.807692307692307e-05,0.2555586343246139,0.6148980088965641,0.21119691324358575,67
chr01,1207368,6.59340659340659e-05,0.47490592363959194,0.4931915414593063,0.30698438043204285,67
chr01,1237179,5.541770057899087e-05,0.3595154670137147,0.5507681719051877,0.2590311649389658,70
chr01,1237241,-5.766129032258062e-05,0.3990476462518002,0.5296688886594608,0.2759955356170308,71
chr01,1308414,5.31135531135531e-05,0.3029690020007645,0.5839138272955617,0.23365124037286095,67
chr01,1310641,5.766129032258062e-05,0.3990476462518002,0.5296688886594608,0.2759955356170308,71
chr01,1310850,5.766129032258062e-05,0.3990476462518002,0.5296688886594608,0.2759955356170308,71
chr01,1369076,-8.333333333333332e-05,0.7723250201126304,0.3827863974711124,0.41704350351849023,66
chr01,1394356,9.107142857142855e-05,0.9440029914929411,0.33479790993683634,0.47521726186674684,68
chr01,1401980,6.704781704781711e-05,0.44736414153633913,0.5061128005162832,0.29575267845235514,63
chr01,1446475,6.100795755968169e-05,0.42045135237116543,0.518961630117207,0.2848647509075739,68
chr01,1456038,5.535714285714289e-05,0.33742798014566294,0.5632960063454991,0.2492633278135764,68
chr01,1517611,-6.823821339950372e-05,0.5543079908019546,0.45912807462044614,0.33806615031836734,70
chr01,1560405,3.28947368421053e-05,0.1287513017135285,0.7208419630531024,0.14215993929877552,70
chr01,1560447,3.28947368421053e-05,0.1287513017135285,0.7208419630531024,0.14215993929877552,70
chr01,1569992,-5.1282051282051225e-05,0.2728010825439779,0.6032907565793417,0.21947332874847053,65
