chrom,pos,beta,F,p,LOD,n
chr01,131685,0.0006571428571428575,0.41935183026346345,0.5194410298159415,0.2844637491254871,70
chr01,131821,0.0006495798319327734,0.3992030645261831,0.5296511334469708,0.2760100939953286,69
chr01,200772,-3.571428571429011e-06,1.25819470212546e-05,0.9971800618174698,0.0012264136111225683,71
chr01,200779,-8.088235294117637e-05,0.006309313291758134,0.9369229598688864,0.02829611826842838,70
chr01,222996,0.0001392045454545451,0.017391639278386013,0.8955015658155638,0.04793365043531312,65
chr01,223269,0.0001392045454545451,0.017391639278386013,0.8955015658155638,0.04793365043531312,65
chr01,238341,-0.0003541666666666666,0.11871759602158447,0.7315250530675157,0.13577079568677689,68
chr01,238503,-0.00010483210483210472,0.010573642644244458,0.9184019551268164,0.03696720040354508,70
chr01,238526,-6.344696969696961e-05,0.0034940544168209253,0.9530511760517201,0.020883778396158906,65
chr01,243020,-4.901960784313719e-05,0.002304092814280003,0.9618561757584378,0.01688986220766524,70
chr01,244975,1.7488076311605556e-05,0.0003012034256559405,0.9862033253829384,0.006033537403111121,71
chr01,251624,-1.7488076311605458e-05,0.0003012034256559405,0.9862033253829384,0.006033537403111121,71
chr01,351727,0.00026470588235294126,0.064513793353126,0.8002885483430718,0.09675339755936593,68
chr01,378870,0.00021428571428571452,0.04474678583544931,0.8331030359371038,0.07930128290094879,70
chr01,409030,9.313725490196058e-05,0.008309989556657238,0.9276341429698903,0.032623274878239045,70
chr01,409188,0.00018801843317972348,0.030655238951429933,0.8615645091934396,0.06471219942561553,66
chr01,412390,-4.2780748663101904e-05,0.0016575004435109648,0.967649962713281,0.014281715785056024,67
chr01,412674,-0.00020084033613445378,0.038175041065949225,0.8456834009233487,0.072792193658637,69
chr01,415635,-0.00017142857142857134,0.02700435194101449,0.8699735939431291,0.06049392919612699,68
chr01,460564,0.0004285714285714286,0.17671517671517875,0.6755369629911883,0.170350882935181,70
chr01,475305,-0.0001390374331550803,0.01722976612670699,0.8959733260573686,0.04770491948802212,67
chr01,476636,-0.0003227124183006536,0.10000349220938054,0.7527941226067527,0.12332378029469372,70
chr01,476659,-0.00034936406995230546,0.12041696217864098,0.7296388527561973,0.13689204818791428,71
chr01,494511,-0.0001439393939393939,0.019285310488954086,0.88996821586513,0.05062550337854106,69
chr01,545840,7.89014821272885e-05,0.0055945006869598125,0.94060295732429,0.02659366013427134,68
chr01,553844,8.552631578947375e-05,0.007026645704533232,0.9334417871231121,0.02991276107807007,70
chr01,556600,7.770270270270253e-05,0.005610470937323334,0.9405150248472025,0.02663426214857234,69
chr01,572004,4.924242424242439e-05,0.0020758614571583954,0.9638037726141836,0.016011378073910114,65
chr01,572024,-4.924242424242439e-05,0.0020758614571583954,0.9638037726141836,0.016011378073910114,65
chr01,592304,-3.2051282051281745e-06,1.0036880444471653e-05,0.9974813650578236,0.0010952090528978864,71
chr01,611254,0.0002727272727272728,0.07309839020192176,0.7876848776591876,0.10364749223820084,71
chr01,611258,-0.00027272727272727263,0.07309839020191991,0.7876848776591876,0.10364749223820084,71
chr01,611281,0.0002727272727272728,0.07309839020192176,0.7876848776591876,0.10364749223820084,71
chr01,611393,0.0002727272727272728,0.07309839020192176,0.7876848776591876,0.10364749223820084,71
chr01,639463,0.000619047619047619,0.32734336280356263,0.569263652402638,0.2446865450922108,65
chr01,642128,0.00022499999999999997,0.043106695291950985,0.8361837484342518,0.077698277390619,66
chr01,643414,0.0003421717171717174,0.11010820352098043,0.7410567731976125,0.13014851895461785,69
chr01,679690,-8.80952380952383e-05,0.007656263816852642,0.9305274675939255,0.03127080270687462,71
chr01,684439,8.80952380952383e-05,0.007656263816852642,0.9305274675939255,0.03127080270687462,71
chr01,684464,8.80952380952383e-05,0.007656263816852642,0.9305274675939255,0.03127080270687462,71
chr01,709138,-0.00016134453781512596,0.02448518408677179,0.876127263563524,0.057432804963168264,69
chr01,722292,-0.00019981060606060613,0.03390829759388827,0.8544934536145173,0.06829126011700916,65
