chrom,pos,beta,F,p,LOD,n
chr01,131685,-0.00016722689075630251,0.15662812691965403,0.6935375251169822,0.15893003565725436,69
chr01,131821,-0.0002233766233766235,0.2725001172317244,0.6034072229412608,0.219389495512111,68
chr01,200772,2.8571428571428673e-05,0.0046642430893755575,0.9457510199125112,0.0242231816850869,70
chr01,200779,8.823529411764588e-06,0.0004354232100067039,0.9834139327846925,0.007263643016931955,69
chr01,222996,-7.812499999999988e-05,0.03196799076021808,0.8586809117795993,0.0661681912306951,64
chr01,223269,-7.812499999999988e-05,0.03196799076021808,0.8586809117795993,0.0661681912306951,64
chr01,238341,-0.00021383928571428576,0.252407098637758,0.617083108510869,0.20965634141728226,67
chr01,238503,-8.964646464646478e-05,0.044900464988160464,0.8328304431225462,0.07944340809107608,69
chr01,238526,-0.00015689149560117312,0.13003109246160616,0.7196254856801704,0.14289346442838954,64
chr01,243020,-0.00016512605042016805,0.1528427572145504,0.6970738284602037,0.15672122248323772,69
chr01,244975,0.00012663398692810455,0.091668141911957,0.7629913346590753,0.11748039432705583,70
chr01,251624,-0.0001266339869281045,0.091668141911957,0.7629913346590753,0.11748039432705583,70
chr01,351727,6.684491978609634e-05,0.024489483437172034,0.8761309287739724,0.057430988129690524,67
chr01,378870,4.915966386554612e-05,0.013518531120797435,0.907786982888822,0.04201604906627704,69
chr01,409030,9.537815126050406e-05,0.05052555419837816,0.8228354129086848,0.08468702555792425,69
chr01,409188,0.00013994307400379507,0.10122482672697827,0.7514169907514469,0.12411898906213285,65
chr01,412390,-0.00016452205882352925,0.1416631624338509,0.7078780801051932,0.15004153566768696,66
chr01,412674,4.761904761904943e-06,0.0001250347892940024,0.9911120558796265,0.003877241075756067,68
chr01,415635,-4.4642857142844924e-07,1.0653055405241361e-06,0.9991796356528154,0.00035642592869226914,67
chr01,460564,-3.781512605042024e-05,0.007998471933720127,0.9290036729018437,0.03198256897960897,69
chr01,475305,1.0513475611980649e-19,0.0,1.0,-0.0,66
chr01,476636,2.0168067226890864e-05,0.0022749265741980767,0.9621002612031216,0.016779667444133894,69
